cost,retail_price,name,profit_margin
270.72500059846789,595.0,Men's Classic Sheepskin B-3 Bomber Jacket,324.27499940153211
167.32500122860074,485.0,Vivienne Westwood Red Label Women's Giacca Plaid Jacket,317.67499877139926
279.05499919317663,595.0,Women's Jane Sheepskin B-3 Bomber Jacket,315.94500080682337
238.15000061877072,550.0,Men's Moncler Down Vest Tib,311.84999938122928
246.95000052452087,550.0,Arc'teryx Theta SV Jacket - Men's,303.04999947547913
185.73749957140532,487.5,Faconnable Men's Double Face Wool Jacket,301.76250042859465
224.17500056326389,525.0,Arc'teryx Men's Theta AR Jacket,300.82499943673611
200.96999974921343,495.0,Robert Rodriguez Women's Lace V-Neck Tiered Dress,294.03000025078654
174.37499913387,465.0,Robert Rodriguez Women's Pencil Skirt,290.62500086613
216.9956559405291,499.989990234375,Sandals Cay Men's Three-Button Cashmere Blend Sport Coat in Gray Navy or Tan,282.9943342938459
151.94000098854303,428.0,Diesel Women's De-Nix Jacket,276.05999901145697
220.76999930664897,495.0,Ben Sherman Men's Side Vent 2 Piece Suit,274.23000069335103
205.9700007494539,479.0,Men's Andrew Marc Nucky Lambskin Leather Bomber Jacket with Sheepskin Collar,273.0299992505461
222.25499960768505,495.0,Canada Goose Women's Camp Hooded Jacket,272.745000392315
253.57500147074461,525.0,Arc'teryx Men's Sabre Jacket,271.42499852925539
205.2000000141561,475.0,Arc'teryx Women's Beta AR Jacket,269.7999999858439
154.94249930419028,424.5,Paul Fredrick Striped Linen Double-Breasted Suit,269.55750069580972
180.90000115334988,450.0,Canada Goose Men's Lodge Down Hoody,269.09999884665012
146.89230521167519,414.95001220703131,NAU Highline Blazer Women's Clothing,268.05770699535611
181.39195735263911,448.989990234375,Carhartt Men's Canvas Shirt Jacket,267.59803288173589
228.68999968282881,495.0,HALSTON HERITAGE Women's Sleeveless V-Neck Faille Dress,266.31000031717122
236.52599973231557,499.0,Arc'teryx Women's Stingray Jacket,262.47400026768446
208.64856522114792,470.989990234375,HALSTON HERITAGE Women's Oversized Double Faced Coat,262.34142501322708
164.28149925358591,424.5,Paul Fredrick Performance 100% Wrinkle \ Stain Resistant Wool Suit,260.21850074641407
145.08308312168538,405.260009765625,Joseph Abboud Men's Super 120's Two Button Side Vent Single Pleat Pant Tuxedo With Grosgrain Notch Lapel,260.17692664393962
157.20899935998025,417.0,Joseph Abboud Men's 2 Button Side Vent Stripe Suit With Flat Front Pant,259.79100064001977
158.4599995650351,417.0,Joseph Abboud Men's 2 Button Side Vent Suit With Flat Front Pant,258.5400004349649
239.53799937665465,498.0,Tracy Reese Women's Contrast Frock,258.46200062334538
193.51900077611208,449.0,Barbour International Motorcycle Jacket / Barbour International Motorcycle Jacket,255.48099922388792
125.11800149828196,378.0,Rebecca Minkoff Women's Becky Jacket,252.88199850171804
196.21299954503772,449.0,Women's Full Length Overcoat in Pure Cashmere,252.78700045496228
137.27647581865313,389.989990234375,Kenneth Cole New York Men's 2 Piece Suit,252.71351441572187
171.92249932000414,424.5,Paul Fredrick Herringbone Wool Blend Double-Breasted Suit,252.57750067999586
196.66200055950321,449.0,Men's Full Length Overcoat in Pure Cashmere,252.33799944049679
149.2000013589859,400.0,Icebreaker Men's Legacy Hood,250.7999986410141
149.18135367714387,399.95001220703131,Regency New York Men's Smoking Jacket Maxwell Black,250.76865852988743
174.46949934214354,424.5,Paul Fredrick 100% Wool Double-Breasted Windowpane Suit,250.03050065785646
146.14999967627227,395.0,Kenneth Cole Reaction Men's 2 Piece Two Button Suit,248.85000032372773
149.64800099190325,398.0,Trina Turk Women's Snowonder Blazer,248.35199900809675
146.93999907001853,395.0,Ben Sherman Men's Plectrum Velvet Blazer,248.06000092998147
202.50000050291416,450.0,Arc'teryx Men's Diplomat Jacket,247.49999949708584
151.23999958485365,398.0,7 For All Mankind Men's Ombre Plaid Blazer,246.76000041514635
151.63800108642317,398.0,Trina Turk Women's Alfred,246.36199891357683
306.35000001639128,550.0,Nicole Miller Women's Halter Jumpsuit,243.64999998360872
232.27500002831221,475.0,Arc'teryx Men's Beta AR Jacket,242.72499997168779
158.79602607536435,399.989990234375,Woolrich Men's Arctic Parka,241.19396415901065
157.21000093407929,398.0,Rebecca Minkoff Women's Ponte Ryder Jacket,240.78999906592071
154.44500103592873,395.0,Zero Restriction Men's Featherweight Traveler Jacket Removable Sleeve Rain Jacket,240.55499896407127
158.39900618633419,396.989990234375,Mens Brown Sheepskin Flying Jacket 'Air force' Aviator Leather coat #S5,238.59098404804081
187.00000056996944,425.0,Alpha Industries A-2 Leather Jacket,237.99999943003056
291.3743101204434,528.80999755859375,Catherine Malandrino Women's Stretch Leather Pant,237.43568743815035
164.379454397279,399.95001220703131,Regency New York Men's Smoking Jacket Constantine Black,235.5705578097523
159.97499899938703,395.0,Robert Rodriguez Women's Long Sleeve Fitted Pencil Dress,235.02500100061297
131.76000114530325,366.0,Yoana Baraschi Women's Gotham Tux Blazer,234.23999885469675
215.99999936297536,450.0,Rebecca Taylor Women's Nailhead Dress,234.00000063702464
195.62400090135637,429.0,Marc New York by Andrew Marc Men's Nucky Natural Rugged Lamb Bomber Jacket with Shearling Collar,233.37599909864363
216.38399958610532,448.0,BCBGMAXAZRIA Women's Morris Knit Sportswear Dress,231.61600041389468
160.16440176109074,391.60000610351562,Funktional Women's Moto Jacket,231.43560434242488
144.37500096391886,375.0,Dolce & Gabbana White Jacket Blazer. M,230.62499903608114
168.37800084427,399.0,Arc'teryx Alpha FL Jacket - Men's,230.62199915573
166.3199999704957,396.0,Parker Women's Strapless Studded Dress,229.6800000295043
170.37870481877326,399.95001220703131,Regency New York Men's Smoking Jacket Bartholomew Navy,229.57130738825805
171.57000062428415,399.0,Men's Knee Length Overcoat in Pure Cashmere,227.42999937571585
151.600000847131,379.0,Barbour Bedale Wax Cotton Jacket Olive,227.399999152869
148.10525465416163,374.95001220703131,Arc'teryx Theta SL Hybrid Jacket - Men's,226.84475755286968
173.5649994648993,399.0,Joseph Abboud Men's 2 Button Side Vent Suit with Flat Front Pant,225.4350005351007
169.85000135377047,395.0,Joe's Jeans Women's Opale Jacket,225.14999864622953
204.20399991050363,429.0,Marc New York by Andrew Marc Men's Liam Smooth Lamb Car Coat with Bib,224.79600008949637
151.12500032410026,375.0,Nicole Miller Women's Reverse Stretch Charmeuse Boat Neck Dress,223.87499967589974
175.55999979190528,399.0,Arc'teryx Women's Sylva Parka,223.44000020809472
177.60000061243773,400.0,Canada Goose Men's Lodge Jacket,222.39999938756227
173.84399972856045,396.0,Parker Women's Beaded Shift Dress,222.15600027143955
177.15600061090663,399.0,Barbour Beaufort Jacket,221.84399938909337
178.75200068671256,399.0,Men's Double Breasted Overcoat in Pure Cashmere,220.24799931328744
147.93599957227707,368.0,BCBGMAXAZRIA Women's Seri Woven Evening Dress,220.06400042772293
132.35200087726116,352.0,Parker Women's Zip Jacket,219.64799912273884
210.21000089496371,429.0,Barbour Sapper Jacket,218.78999910503629
202.44000032544136,420.0,Nicole Miller Women's Cutout Back Stretch Lace Dress,217.55999967455864
162.63999976217747,380.0,G-Star Men's CL Ruston Blazer,217.36000023782253
126.22400088422,343.0,Yoana Baraschi Women's Apres Tennis Boyfriend Blazer,216.77599911578
112.1760012805462,328.0,Rebecca Minkoff Women's Becky Jacket,215.82399871945381
158.7879995200783,374.5,Paul Fredrick 100% Wool Double-Breasted Peak Lapel Houndstooth Suit,215.7120004799217
179.32999978074804,395.0,Rebecca Taylor Women's Lace Dress,215.67000021925196
183.53999961353841,399.0,Arcteryx Alpha FL Jacket - Women's,215.46000038646159
163.72800036426634,379.0,Barbour Classic Bedale Jacket / Barbour Active Classic Bedale Jacket,215.27199963573366
110.17500050365923,325.0,McGinn Women's Sasha Tweed Jacket,214.82499949634075
183.47799967974424,398.0,Trina Turk Women's Baroness Dress,214.52200032025576
180.909999855794,395.0,Rebecca Taylor Women's Lace Dress,214.090000144206
136.83045569072965,349.95001220703125,Columbia Men's Peak 2 Jacket,213.1195565163016
135.37200079858303,348.0,MAXSTUDIO SILK & COTTON TAILORED JACKET,212.62799920141697
196.2479994893074,408.0,Tracy Reese Women's Contrast Frock Dress,211.7520005106926
145.29899954516441,357.0,Joseph Abboud Men's Blend 2 Button Side Vent Soft Construction Sport Coat,211.70100045483559
164.24999898299575,375.0,Diesel Men's Jamaar Jacket,210.75000101700425
167.45399963669479,378.0,BCBGMAXAZRIA Women's Vallissa Geometric Sequin Shift Dress,210.54600036330521
168.65499975997955,379.0,Barbour Women's Beadnell Waxed Cotton Jacket - Rustic,210.34500024002045
140.00000078231096,350.0,Icebreaker Men's Legacy Coat,209.99999921768904
150.83999924361706,360.0,G-Star Men's Cl New Blazer,209.16000075638294
189.92399991676209,399.0,Women's Knee Length Overcoat in Pure Cashmere,209.07600008323791
141.40000101178885,350.0,Cole Haan Men's Smooth Lamb Jacket,208.59999898821115
149.64400052279234,358.0,Marc New York by Andrew Marc Men's Cuervo Distressed Retro Calf Moto Jacket,208.35599947720766
191.12099936977029,399.0,Barbour Ladies Utility Jacket,207.87900063022971
191.51999943517148,399.0,Arc'teryx Women's Lanea Long Coat,207.48000056482852
118.30000001937152,325.0,Lightweight Highland Tweed Sport Coat / Regular,206.69999998062849
145.72800028324127,352.0,Minnie Rose Women's Kangaroo Pocket Pullover,206.27199971675873
133.22700100019574,339.0,Arc'teryx Men's Alpha SL Hybrid Jacket,205.77299899980426
193.91400057077408,399.0,Barbour Classic Beaufort Jacket / Beaufort Jacket,205.08599942922592
173.96100027672946,379.0,Barbour Bedale Jacket / Bedale Jacket,205.03899972327054
138.57200099155307,343.0,Yoana Baraschi Women's Boyfriend Blazer,204.42799900844693
171.37500084936619,375.0,Mountain Hardwear Men's Downtown Coat,203.62499915063381
195.51000083237889,399.0,Cwu Pilot 183111 45P Vintage,203.48999916762111
126.7200009478256,330.0,McGinn Women's Clara Textured Blazer,203.27999905217439
144.55999909900129,347.5,Cole Haan Women's Vintage Leather Jacket,202.94000090099871
197.10599960759279,399.0,Women's Knee Length Overcoat in Pure Cashmere,201.89400039240721
143.51999910548329,345.0,erin Erin Fetherston Women's Lace Twofer Dress,201.48000089451671
196.6119996085763,398.0,French Connection Women's Solar Heat Dress,201.3880003914237
146.85600073635578,348.0,Diesel Women's Dulhar Blazer,201.14399926364422
148.67399966716766,349.0,Shephe 4 Ply Women's Classic Cashmere Robe with Full Length,200.32600033283234
137.90399993956089,338.0,BCBGMAXAZRIA Women's Abigail Knit Evening Dress,200.09600006043911
113.12894717142284,311.64999389648438,Pendleton Portland Collection Men's Clarence Blazer,198.52104672506152
176.62500031292441,375.0,Mountain Hardwear Men's Chillwave Down Parka,198.37499968707559
148.99499925132841,346.5,Ted Baker Men's Moosh Blazer,197.50500074867159
130.87199949566275,328.0,GUESS by Marciano Woven Blazer,197.12800050433725
171.11999960243702,368.0,BCBGMAXAZRIA Women's Gisela Criss Cross Foil Print Dress,196.88000039756298
123.83612565805288,319.989990234375,Ralph Lauren Mens SB 2B Solid Navy Blue Wool Suit,196.15386457632212
159.83950533309255,355.989990234375,Parker Women's Striped Dress,196.15048490128245
192.94399902038279,389.0,True Religion Men's Ricky Super T Straight Jean,196.05600097961721
153.99999916553497,350.0,Steinbock Tyrolean Sport Coat,196.00000083446503
179.25000004470348,375.0,Mountain Hardwear Women's Chillwave Down Jacket,195.74999995529652
161.36399976792745,357.0,HALSTON HERITAGE Women's Sleeveless Ponte Pleated Dress,195.63600023207255
104.40000034868716,300.0,Pendleton The Portland Collection Women's Josephine Blazer,195.59999965131283
182.95200041681528,378.0,Magaschoni Women's 100% Cashmere Peplum Back Sweater,195.04799958318472
120.01500085985754,315.0,Vivienne Westwood Anglomania Women's Petite Noble Jacket,194.98499914014246
135.95587644124112,329.989990234375,Mammut Women's Ultimate Hoody,194.03411379313388
126.0800004005432,320.0,Volcom Men's TDS Jacket,193.91999959945679
180.64199965447187,374.0,Parker Women's V-Neck Beaded Dress,193.35800034552813
134.80799949169159,328.0,Trina Turk Women's Inga Dress,193.19200050830841
156.35199970682152,349.0,Woolrich Women's Arctic Parka,192.64800029317848
186.46799950301647,379.0,BarbourÂ® Beadnell Women's Wax Jacket - Sage,192.53200049698353
152.489999611862,345.0,ILSE JACOBSEN Women's Rain 6b Soft Shell Coat,192.510000388138
137.61000042781234,330.0,Levi's Men's Leather Racer Jacket,192.38999957218766
107.682053595674,299.95001220703125,Regency New York Men's Smoking Jacket Lawrence Black,192.26795861135724
104.64685434442164,296.45001220703125,Tom Ford Marko FT0144 Sunglasses - 18V Shiny Rhodium (Blue Lens) - 58mm,191.80315786260962
155.23199962824583,346.5,Ted Baker Men's Rythjak Check Blazer,191.26800037175417
133.8999995496124,325.0,7 Diamonds Men's Palermo Blazer,191.1000004503876
187.48799975216389,378.0,Tracy Reese Women's Applique Frock,190.51200024783611
129.91593587303669,319.989990234375,BGSD Women's New Zealand Lambskin Leather Hooded Parka Coat with Fox Fur Trim in Black or Brown - Misses & Plus,190.07405436133831
129.19499919191003,319.0,Autumn Cashmere Women's Color Block Hi Low Raglan,189.80500080808997
108.47200001776218,298.0,Country Corduroy Sport JacketÂ—with S-t-r-e-t-c-h / Regular,189.52799998223782
160.65000025555491,350.0,Outdoor Research Men's Furio Jacket,189.34999974444509
128.79000037908554,318.0,Alpha Industries A-2 Goatskin Leather Jacket,189.20999962091446
105.90499922633173,295.0,DKNY Men's 100% Wool Black Tuxedo,189.09500077366829
155.93999977572821,345.0,Nicole Miller Women's Stretchy Matte Jersey Cowl Neck Dress,189.06000022427179
149.05799987912178,338.0,BCBGMAXAZRIA Women's Rivas Short Cocktail Dress With Cross Front,188.94200012087822
136.17499992251396,325.0,IGIGI by Yuliya Raquel Plus Size Kandinsky Gown,188.82500007748604
136.17499992251396,325.0,IGIGI by Yuliya Raquel Plus Size Kandinsky Gown,188.82500007748604
194.94699985161424,383.0,True Religion Men's Bobby Super Jean,188.05300014838576
142.5556760984116,329.989990234375,Mammut Men's Ultimate Hoody Jacket,187.4343141359634
186.62599924206731,374.0,Parker Women's Open Back Dress,187.37400075793269
164.73599946498871,352.0,Parker Women's Beaded Shift Dress,187.26400053501129
107.96999901533128,295.0,Ben Sherman Men's Plectrum Tweed Blazer,187.03000098466873
159.15539517269508,345.989990234375,Parker Women's Beaded Spaghetti Tank Dress,186.83459506167992
113.02199959009886,299.0,Pure Cashmere Robe for Men,185.97800040990114
158.23999966681004,344.0,Magaschoni Women's 100% Cashmere Boat Neck Sweater,185.76000033318996
112.32715414475126,297.95001220703125,Tom Ford Marko FT0144 Sunglasses - 18V Shiny Rhodium (Blue Lens) - 58mm,185.62285806228
162.86399947106838,348.0,Magaschoni Women's 100% Cashmere Waterfall Cardigan,185.13600052893162
153.45200059935453,338.0,True Religion Men's Jimmy Super Jacket,184.54799940064547
123.8159996420145,308.0,The North Face Apex Bionic Soft Shell Jacket - Women's,184.1840003579855
115.41399942524733,299.0,Maui Jim Mavericks Sunglasses,183.58600057475269
141.699999012053,325.0,Ben Sherman Men's Plectrum Pique Jersey Blazer,183.300000987947
141.70000037411228,325.0,Rab Neutrino Endurance Down Jacket - Men's,183.29999962588772
184.73599943518639,368.0,Diesel Men's Shioner Skinny Straight Leg Jean,183.26400056481361
135.89399969577789,319.0,United Face Womens Rex Fur Leather Swing Coat,183.10600030422211
136.95571621607496,319.989990234375,The North Face Men's Gotham Jacket (Sizes S - XXL),183.03427401830004
116.98050438082588,299.95001220703125,Regency New York Men's Smoking Jacket Horatio Black,182.96950782620536
135.46799969673157,318.0,Magaschoni Women's 100% Cashmere High Low Sweater,182.53200030326843
116.6100007351488,299.0,Rebecca Minkoff Women's Joni Harness Jacket,182.38999926485121
176.62799952924252,359.0,Queenshiny Long Women's 100% Real Rex Rabbit Fur Coat Jacket With Super Fox Collar,182.37200047075748
170.01599967479706,352.0,Parker Women's Cap Sleeve Beaded Dress,181.98400032520294
143.32499988377094,325.0,7 Diamonds Men's Treviso,181.67500011622906
168.34999956190586,350.0,Arc'teryx Gamma MX Hooded Softshell Jacket - Women's,181.65000043809414
157.63499994948506,339.0,Mens Pure Cashmere Argyle V Neck Sweater,181.36500005051494
106.84800088405608,288.0,Karla Colletto Gold Trim Tank Dress,181.15199911594391
99.1164561007181,279.989990234375,Jones New York Men's Athletic Fit Suit,180.8735341336569
120.30000016093254,300.0,Mountain Hardwear Women's Downtown Coat,179.69999983906746
98.412000596523285,278.0,Plenty by Tracy Reese Women's Ponte Blazer,179.58799940347672
170.44999990612268,350.0,Pendleton The Portland Collection Women's Dolman Overcoat,179.55000009387732
148.58400052785873,328.0,Diesel Men's K-Pilinani Sweater,179.41599947214127
118.60399952763692,298.0,French Connection Men's Melton Jacket Blazer,179.39600047236308
170.79999996349216,350.0,Diesel Men's Braddom Regular Carrot-Leg Jean,179.20000003650784
131.750000519678,310.0,Port Authority J780 Leather Bomber Jacket,178.249999480322
102.44455574804064,280.67001342773438,Anne Klein Collection Women's Shawl Collar Jacket,178.22545767969373
122.10000045597552,300.0,Marmot Palisades Jacket - Men's,177.89999954402447
174.59199911355972,352.0,True Religion Men's Ricky Super T Straight Stitch Jean,177.40800088644028
110.59200082719326,288.0,French Connection Women's T-Stella Crepe Jacket,177.40799917280674
122.67955442950574,299.95001220703125,Regency New York Men's Smoking Jacket Octavius Gray,177.27045777752551
107.73000067099927,285.0,Mountain Hardwear Men's Ghost Whisperer Down Jacket,177.26999932900071
168.84800060838461,346.0,Spiewak Men's Systems Field Jacket,177.15199939161539
121.99199994653463,299.0,DKNYC Women's Long Sleeve Real Leather Front Cozy,177.00800005346537
98.174999188631759,275.0,Derek Rose Men's Lightweight Flannel Classic Pajama Set,176.82500081136823
118.58999958843924,295.0,Diesel Men's Jepphet Jacket,176.41000041156076
163.05899957567453,339.0,United Face Womens Black Fox Fur Trim Hooded Leather Coat,175.94100042432547
149.49999968521297,325.0,Alice & Trixie Women's Georgina Tunic,175.50000031478703
144.6354753779238,319.989990234375,BGSD Women's New Zealand Lambskin Leather Walking Coat - Misses & Plus,175.3545148564512
124.80000033974648,300.0,Canada Goose Men's Lodge Vest,175.19999966025352
123.07399963587524,298.0,French Connection Men's Nostalgic Jacket,174.92600036412477
125.09999983012676,300.0,Mountain Hardwear Women's Ghost Whisperer Hooded Down Jacket,174.90000016987324
111.25399959087372,286.0,Candela Women's Gaba Skirt,174.74600040912628
122.36400014162064,297.0,Twelfth Street by Cynthia Vincent Women's Jacquard Cabin Sweater,174.63599985837936
123.66999973356724,298.0,BCBGMAXAZRIA Women's Enna Chevron Sequin Shift Dress,174.33000026643276
125.69580527790504,299.989990234375,Theory Light Grey Blazer,174.29418495646996
155.75527510542543,329.989990234375,MICHAEL Michael Kors Women's Zip Front Leather Jacket,174.23471512894957
120.94999949447812,295.0,Ben Sherman Men's Plectrum Tuxedo Blazer,174.05000050552189
103.13449939433484,276.5,LINCS DC &Co Men's Double Knit Blazer,173.36550060566515
106.67618704358736,279.989990234375,BCBGMAXAZRIA Women's Whitley Woven City Jacket,173.31380319078764
154.81599971652031,328.0,Diesel Men's K-Nahoa Sweater,173.18400028347969
122.1300002373755,295.0,Ibex Men's Europa Jacket,172.8699997626245
165.28200002014637,338.0,Men's Henningsvaer Norwegian Wool Pullover,172.71799997985363
115.48800015449524,288.0,Plus Size Analisa Lace Column Dress,172.51199984550476
127.80000027269124,300.0,Mountain Hardwear Men's Ghost Whisperer Hooded Down Jacket,172.19999972730875
127.795735553751,299.989990234375,Jones New York Walker Leather Jacket,172.194254680624
85.914001107215867,258.0,Pendleton Women's Trimmed Herringbone Blazer,172.08599889278412
136.1359996534884,308.0,Joie Women's Maribeth Lace Dress,171.8640003465116
126.35199961811304,298.0,BCBGMAXAZRIA Women's Jeisa Sleeveless Color Block Pleated Dress,171.64800038188696
118.89589657945407,289.989990234375,Tommy Hilfiger Men's Lamb 2 Pocket Moto Jacket,171.09409365492093
166.9719996675849,338.0,BCBGMAXAZRIA Women's Marta 3/4 Sleeve Sequin Dress,171.0280003324151
93.192000031471238,264.0,Joseph Abboud Men's Two-button Side Vent Sport Coat,170.80799996852875
119.5953596354866,290.27999877929688,Trina Turk Women's Elizabeth Toggle Coat,170.68463914381027
111.3899996113032,282.0,Spiewak Men's Grant Deck Parka,170.61000038869679
141.26805326676072,311.85000610351562,Michael Kors Men's Tweed Cable Turtleneck,170.58195283675491
124.489999525249,295.0,Nau Vice Blazer - Men's,170.510000474751
105.83056213814255,276.32000732421875,Joseph Abboud Men's 2 Button Side Vent Plaid Sport Coat,170.48944518607618
115.543999761343,286.0,Autumn Cashmere Women's New Rib Drape,170.456000238657
109.7599994763732,280.0,Oakley Men's Racing Jacket Oval Sunglasses,170.2400005236268
129.89566610898439,299.989990234375,Marc New York by Andrew Marc Men's Boston Rugged Lambskin Moto Jacket,170.09432412539061
138.29200029373169,308.0,The North Face Apex Bionic Soft Shell Jacket - Women's,169.70799970626831
129.46699950098991,299.0,Arc'teryx Gamma MX Softshell Jacket - Women's,169.53300049901009
105.60000091791152,275.0,Canada Goose Women's Freestyle Vest,169.39999908208847
160.70512515563041,329.989990234375,Michael Kors Biker Leather Jacket,169.28486507874459
155.99999953992665,325.0,Rebecca Taylor Women's Cashmere Marl Pullover,169.00000046007335
131.09999969601631,300.0,G-Star Men's Cl Deconstructed Brooks Blazer,168.90000030398369
106.14999947138132,275.0,Derek Rose Men's Pajama Set,168.85000052861869
179.21999988332391,348.0,Lucky Brand Mens Men's Handknit Seed Stitch Sweater,168.78000011667609
160.22299991175532,329.0,Queenshiny Long Women's 100% Real Knitted Mink Fur Vest with Hood,168.77700008824468
180.52089661434724,349.17001342773438,Evisu European edition Vintage cut denim jeans,168.64911681338714
145.95119423750714,314.54998779296875,Mara Hoffman Women's Intarsia Pullover,168.59879355546161
110.48400044068694,279.0,Sitka Gear Men's Softshell Jacket,168.51599955931306
101.78622590397345,269.989990234375,DKNY Mens 2 Button Flat Front Black Pinstripe Slim Fit Wool Suit,168.20376433040155
101.33199954219162,269.5,Paul Fredrick Wool \ Silk Three-Button Houndstooth Sportcoat,168.16800045780838
132.27795579981196,299.95001220703125,Carhartt Men's Down Kalkaska Snorkel Parka,167.67205640721929
107.5250007212162,275.0,Bailey 44 Women's Zax Jacket,167.4749992787838
110.92199957254344,278.0,Diesel Men's Jinkenitor Jacket,167.07800042745657
163.0150548512438,329.989990234375,Jessie G. Women's Belted New Zealand Lambskin Leather Trench Coat,166.9749353831312
113.11999963596465,280.0,Hanro Men's Plaza Robe,166.88000036403537
